id	text	HS	TR	AG
20379	sabes va pasar veo claro pagaremos pato abajo sardinas lata seguridad social ayudas becas colapsadas manteros competencia desleal sitio recoger basuras	1	0	1
20380	puta madre amor siento novia increible seguro muero diabetes	0	0	0
20381	ilegales subsaharianos beban cubatas dinero acaba convencer	1	0	0
20382	queja hombre mujer universal mismo tipo mujer notable tilda puta resentida	1	1	1
20383	mama cuestionar profesores pendejos sepan enseñando aprendan puta guía	0	0	0
20384	falta aparezca puta publicando feliz día reyes suba foto enseñando culo	1	1	1
20385	escuchar #árabe mover orto van mano	0	0	0
20386	mujeres cuatro labios dos arriba decir tonterias dos abajo arreglarlas	1	0	0
20387	acoso violación mal situaciones acoso mal quieran ampliar significado abarque cualquier cosa van 0	0	0	0
20388	cállate puta vas venir conocimiento pedagogía	1	1	1
20389	pueden permitir si hermana hija agun manifestante tambien manifestarian sacar violador carcel	0	0	0
20390	italia mujer evita gas pimienta intento agresión sexual inmigrante ilegal nigeriano estación tren milán realidad inmigración ilegal	1	0	0
20391	perra estupida ahora gorda	1	1	1
20392	asco ver trapos estadios vacíos equipos llenos sudacas petardos	1	0	1
20393	va mujer tonta valga redundancia	1	0	0
20394	mierditerráneo digital andan obsesionados violaciones ficticias denunciar gc militar violaron cría 0 años queda patriota gays marroquí gays negros sudacas moros	1	0	0
20395	huyen ninguna guerra huyes guerra vuelves país vacaciones ayudas español nuevo casi totalidad mujeres sirias llevan velo siria país cristiano	1	0	0
20396	cállate puta	1	1	1
20397	cállate nadie pregunto perra	1	1	1
20398	unica diferencia si importan cosas puta	1	1	1
20401	twitter supimos tener #todasputas madrugadas esperando clips millones bardos vos preferis ig saben chota cumpleaños horrorizaban comiste aye aca estabamos party poseida cocoespos	0	0	0
20402	así maricón puta tapiñada 🤣 obsesión solo produce risa	0	0	0
20403	kirei mereces muerte lenta dolorosa hijo puta #fatezero	0	0	0
20404	estimado catalanes genes franceses alemanes hijo puta documento cedido institut nova historia llamo 0 imagen coña hijo puta	0	0	0
20405	racista mierda ahora progre revienta hijo puta	0	0	0
20406	detienen tres #jugadores #arandina presuntos #abusossexuales #menor #movimientojupsin #gentejupsin #acoso	0	0	0
20407	comepollas groupie dellafuente callate puta boca simio	1	1	1
20408	hol todas blanca puta gilipollas hueles mal vaya pozos bias hy kjae rata sucia callate	0	0	0
20409	refugiados na unicamp via	0	0	0
20410	0 inmigrantes origen subsahariano accedieron territorio español primera hora mañana jueves cruzando valla ceuta	0	0	0
20411	legisladores intentan dar juguetes niños inmigrantes congresista federal carlos curbelo junto senadores	0	0	0
20412	justicia españa indeseables puta verguenza	0	0	0
20413	descuido güeros detrás	1	0	0
20415	ustedes votaron hijo puta odio espero reciban merezcan ustedes tan soretes	0	0	0
20416	españoles dinero trabajo dormir bajo puentes cajeros guilipollas perdidos pasa primero ayudar allá indigentes dandoles mismas oportunidades inmigrantes españoles apuros ayudar inmigrante	1	0	1
20417	#inmigración mantiene sistema pensiones españolas derecha expoliado millones	0	0	0
20418	sigues maldita chavista hija puta sal tl perra asquerosa culpable desgracia venezuela mil veces maldita toda generacion	1	1	1
20419	perdón hora desperté pq soñé güera locomia salía siempre domingo sueño vale madre	0	0	0
20420	chica verdad da igual coño falo pelotas importante escribes verdad haces bien cerebro genitales así sigue dando guerra	0	0	0
20421	pinche voz mustia hace emputar aún cállate puta	1	1	1
20422	verdad así puta enamore	1	1	1
20423	quiero enseñaros cremita manos comprado hoy puta concha	0	0	0
20424	gusta queso puta mierda huele mal sabe peor pasa algún problema tonterías	0	0	0
20425	polla inventarse palabras tendencias cosas existen saber cuanto tiempo llama comer sano omnivoro aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa	0	0	0
20426	cállate puta etiqueta dejamos mortales ve jugar números	1	1	1
20427	méxico decimos pirinola gachupines dicen perinola	0	0	0
20428	parecen mujeres polillas unas comen tela comen #entujeta	1	0	0
20431	atentos inmigrantes	0	0	0
20432	maman casos hombre enculado mujer bien perra ver lado moneda 🤔	1	1	1
20433	jugamos polla arriba nadie remate pinche bola vienen diciendo culpa árbitros quiere entrar mira cago putos muertos desgraciaos	0	0	0
20434	local comida árabe gustó echaba menos probar falafel	0	0	0
20435	callate hijo perra masista misma calaña q quintana hijo puta toenes moral reclamar	0	0	0
20436	sigo pensando mismo enseñar mujeres pelear acabará machismo violencia acabar machismo política educación empoderar mujeres política	0	0	0
20437	si nivel criticaré ésta cuenta comerle polla nadie merezca	0	0	0
20438	gringo dijo gustaba vestido papá dijo pinche güero puto jajajajajajjajajaa	1	1	1
20439	comemela yonki ver si jugamos player	0	0	0
20440	esque zorra callate opines plis	1	1	1
20441	empezaron seguir tantas cuentas árabes gracias subí trescientos followers minutos ahre #mmvas⁠ ⁠⁠⁠ #ffartistshawn	0	0	0
20442	callate puta hdp coño madre maldita enchufada sopla don perra oportunistas amarillistas mierda maldita aquí mueren siento personas diario hdp pues claro q nesesitamos intervencion rata mierda	1	1	1
20443	perra ladrame jajajajajajajajajaajjajaja	1	1	1
20444	si árabes chaval si ven padres degollar animales to dias	1	0	1
20445	joder calles perra	1	1	1
20446	ken cada vez güero caricaturas barbie tiempos morenito ahorita mejillas rosadas	0	0	0
20447	ayer chante falafel maes atendían hablaron árabes #nohaydineros	0	0	0
20448	generalizada idea puta enseñar cuerpo redes sociales puta ofrecer sexo cambio dinero enseñar cuerpo da gana llama mujer libre segura si misma	1	0	1
20449	ush perra si cae re mal cree verga not mk nadie cállate nadie importa vida boba hp	1	1	1
20450	callate muerto político mundo tan claro clase escoria q sos ahora cdo director anses q familia votó q difícil trata tener poquito dignidad	0	0	0
20452	si sé bueno hija puta guapísima jajajajjaa veo patología chicos jovenes trato viendo desgracia	0	0	0
20453	máximo ser puta uses dejes servirte mereces ser dios	0	0	0
20454	disculpa llaman jordi niño polla	0	0	0
20455	q hijo d puta cállate #lqsaforever	0	0	0
20456	ah callate puta	1	1	1
20457	chica guarra — quién supone chica	1	1	1
20459	acnur mantiene llamada internacional ayudar refugiados sirios #sociedad	0	0	0
20460	soñé sobrino uribe sabía dónde papeles inculpaban buscaba forma robármelos pillara	0	0	0
20461	cállate zorra alcohólico aquí	1	1	1
20462	si cédula identidad va dejar ser documento identificación venezuela avisen declararnos indocumentado país	0	0	0
20463	papeles	0	0	0
20465	seguro nacieron producto acoso violación personalmente nunca problemas conquistar recurrir intimidación	0	0	0
20466	hasmelo perra enseñando apenas pvp	0	0	0
20467	coño pasa puta noche naranjo consciente tonterías soltado hoy boca	0	0	0
20468	mama escuchando nuevo tema ecko jajajaj modo arabe loca	0	0	0
20469	picó animal wey hermana mereces zorra	1	1	1
20470	haces puta cállate	1	1	1
20471	0 moros comprando reguladores bombonas butano cinta cuchillo hacha nadie tienda saltó alarma putos buenismos #hechosreales	1	0	1
20472	callate boca perra desgraciada	1	1	1
20473	atención #españa ofrece salud gratuita #inmigrantes indocumentados	0	0	0
20474	marlaska caga #dimisionya cn asalto valla d ceuta abre crisis cn show dl aquarius s activo efecto llamada mafias hacen agosto trato favor acercar políticos presos catalanes indignación policía g civil dejar fondos uco cesa crnel uco	0	0	0
20475	cara venezolanos amiga mia miserable escoria	0	0	0
20476	rescatan indocumentado punto morir desierto	0	0	0
20477	falta mujer ser perfecta	1	0	0
20478	asco hacerles pensar fans víctimas acoso violación deberían quedarse calladas	0	0	0
20479	vamos convertir venezuela decían ahora semáforos habla chamo quiero ver señor duque ministerios cancillería van hacer inmigrante chamozolano	1	0	0
20480	merecían cortase polla juez dictó inocencia abogados asumieron defensa horno huevos boca	0	0	0
20481	encima puta nominación merecía si menos nominación merecida	0	0	0
20482	hartan pinches viejas l tiran mierda irina puta madre callate malparida pierdes puto tiempo	1	0	1
20483	cara delevigne acusada fomentar acoso violación nuevo anuncio	0	0	0
20484	veais pobres muslims acordaron ademas sangraros gracias ayudas subvenciones mayores reciben llevan dinero traves mezquitas locutorios	1	0	0
20485	si solo despertaron provocarme puto ataque ansiedad mejor asfixiado puta almohada	0	0	0
20486	callate perra tonta	1	1	1
20487	debe ser polla ser impermeable ironía caminar puta calle diciendo tonterías rebatan atrevas discutir fuente cuatro pamplinas altisonantes	0	0	0
20488	piense irán sino mereces castigo ser tan puta	1	1	1
20489	ven hijo voy enseñar ciudad aquí puta gente	0	0	0
20490	cállate puta boca déjala paz sabemos darás razón así dejemos tema	0	0	0
20491	mismo violación crimen acoso piropo calle puede incomodar alguna hace pedo martha lamas antropóloga feminista famosa méxico	0	0	0
20492	hicieron casa vinieron trabajadores indocumentados argentina registrados casa expusieron prado día hoy entrada agua lados problemas enormes solución	1	0	0
20493	gorda callate vez viendo alimentas depresión puta madre morite	1	1	1
20494	imbecil hoy pego piña fracturo nariz	0	0	0
20495	ostia tio si tuister auténtico sinvergüenza hijo gran puta jeta verdad sufrido tumores cerebrales deseamos tormentoso 0 policía jodió repugnante negocio	0	0	0
20497	si dos rubias voy enseñar jajaja hijas puta	1	1	1
20498	imposible escuchar arabe ecko bailarlo	0	0	0
20499	callate boca pendeja 0 años delirios madurez puta pario	1	1	1
20500	novia zorra	1	1	1
20501	peor escoria anda suelta	0	0	0
20502	jajajajajaja cállate puta	1	1	1
20503	inventarse espías amlo montarte show acoso persecusión q acaba guardanalgas celos afiliado blandengue mocho pretexto p pedir sectayunquera partido	0	0	0
20504	perra beer pong	0	0	0
20505	horrible tema arabe	0	0	0
20506	papá hijo puta mamá merecía mierda así tantos años día separen chupa huevo económico ahí agarra voy escrachar víctimas sentir vergüenza victimario debería	0	0	0
20507	llegó loquito picante condado enojado ta re apiolado coje patio parado saca choto cagado acá barrio queremos refugiados sub 0 soldado	1	0	1
20508	españoles pagamos sanidad papeles política promoción apátridas sánchez luego españa varias naciones española mauritana tribal subsahariana racismo realidad integración mito	1	0	1
20509	si moromierdas musulmonos pasa vergüenza	1	0	1
20510	ups cállate maldita perra manchas reputación	1	1	1
20512	oh favor cinico mierda pegarte patada cara seria asco tipo	0	0	0
20513	cállate vas ser así re puta pario tas re flaca loca quiero cuerpo	1	1	1
20514	productor acusaron varias actrices violacion acoso dijo meryl sabia dijo meryl despues dijo mentira nunca supo ahora eeuu pegados carteles	0	0	0
20515	joder sale va puta bola gracias enseñarmelo veo rt ver saludos meto perfil	0	0	0
20517	muérete zorra puedo ver monstruos s — cállate gilipollas	1	1	1
20518	cállate perra	1	1	1
20519	bien güero sol echo mano poder apreciar culona leggins negro rt mg banda vídeo	0	0	0
20520	trabajador limpia ventanas burj khalifa rascacielos ubicado dubái emiratos árabes unidos 0 metros altura	0	0	0
20521	buenos días jm huelva cordial saludo casado rivas dicen invasión ilegales sociata podemista acogiese subsahariano acaban problema solo solidarios dinero demás	0	0	0
20522	telediario 0 h alemanes siembran pánico metro valencia rumanas carteristas metro barcelona árabes agreden turistas barcelona racismo	1	0	0
20523	quiero comer toda polla — pos ganarselo primero almadepollo tipo imbecil pone pi	0	0	0
20524	q chupe polla pesao callate	0	0	0
20525	chica guarra si lava si apetece enseñar tetas ver problema fachas retrógrados mierda	0	0	0
20527	puuuuuuuutaaaaaaaaaaaa si puta puuuuuuuuuuutaaaaaaaaaaaa puta gobierno	1	1	1
20528	zidane hijo puta hijo puta hijo puta ejemplo hablamos hijos puta	0	0	0
20529	imbecil sigue zorra zorra mas amigo cagaste vuelta atrás	1	0	1
20530	santos firmó decreto permitirá 0 mil venezolanos indocumentados regularizar situación país #internacionales	0	0	0
20531	escuelas públicas enseñando bebés cantar cargol treubanya vuy sortir d españa estais haciendo puta madre	0	0	0
20532	alarma total 0 0 subsaharianos esperan marruecos venir españa vía vamos échale güevos	1	0	1
20533	van enseñar bebe 0 0 años qur cante canción dice puta boluda zorra encima canción ls toman chiste horrible das cuenta llegan celos gente estúpida	0	0	0
20534	vien negros extinguidos tomar x culo asin vienen pais putos negratas — amsss	1	0	1
20535	nose si afectando alcohol inuyashiki merecía morir hijos puta	0	0	0
20537	arabia saudita emiratos arabes kuwait demás adinerados masones judas demás mundo hereje cavando propia tumba subsidiando herejes anticristianos ordendebe ser conviertase cristo pacifiquese espere pais ayudas	1	0	1
20538	polla jajjajaajajajaj mia imbecil pongo nervioso serio	0	0	0
20540	odio lidia mereces francisco #perra #laschicasdelcable0	0	0	0
20541	callate puta boca pesado	0	0	0
20542	lugares indocumentados ee uu corren riesgo ser arrestados	0	0	0
20543	saber hijo puta enseñaria	0	0	0
20544	pues puta mierda	0	0	0
20545	#esmuydeprovida rezar frente congreso olvidemos marchar negro indocumentado	1	0	1
20546	pasado si simple echo guiñarle ojo mujer acoso dos mio alguien diga liga hoy día	0	0	0
20547	dios cría juntan papeles papeles	1	0	0
20548	recientemente medios comunicación difundido imágenes salto valla ceuta ciudad española áfrica medios parece descubren ahora fenómeno hecho uso sensacionalista	0	0	0
20549	impresionantes terribles imágenes	0	0	0
20550	puta madre loco vale q verano aprendas voy tratar enseñarte	0	0	0
20551	amigo dijo puta deja enseñar pito twitter	0	0	0
20553	flipante dicho típica persona justifica cualquier violación acoso triste puede detrás pj due mujer	0	0	0
20554	q va tener q hacen mejor traigo perra vecina garcha callate lpm	1	1	1
